type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	vntype	haslength
PhysicalObject	10:18.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9174efe8-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=9174efe8-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9174efe8-1ed8-11e3-bfac-90b11c41863e	33803		WHITE J A		female						SS																		8/10/1949		222	222	1949	8	10	8/10/1949									North America				U S A		MONTANA	FLATHEAD CO		"SUMMIT, 2 MI S, 1 MI W OF"												48.29	-113.37	WGS84						decimal degrees				Sean P. Maher	5/5/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	19:43.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 91fae1a3-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=91fae1a3-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				91fae1a3-1ed8-11e3-bfac-90b11c41863e	45132		LEWIS G		male						SS																		4/25/1951		115	115	1951	4	25	4/25/1951									North America				U S A		OREGON	UMATILLA CO		"MILTON, 1.5 MI N OF"												45.95	-118.38	NAD27						decimal degrees				Gary W. Shugart (PSM)	7/2/2002		GNIS downloaded Feb 2002																															Urocitellus columbianus ruficaudus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	ruficaudus														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	26:54.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92056d7d-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=92056d7d-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92056d7d-1ed8-11e3-bfac-90b11c41863e	45975		BORELL A E		female						SS																		7/15/1930		196	196	1930	7	15	7/15/1930									North America				U S A		IDAHO	ADAMS CO		"SMITH MT, SUMMIT OF"												45.13	-116.57	NAD27						decimal degrees				Gary W. Shugart (PSM)	10/2/2004		GNIS downloaded Aug 2002																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	26:56.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92058168-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=92058168-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92058168-1ed8-11e3-bfac-90b11c41863e	45979		GILMORE R M		male						SS																		7/2/1930		183	183	1930	7	2	7/2/1930									North America				U S A		IDAHO	ADAMS CO		"BEAR CREEK RANGER STATION, 1 MI N OF; SW SLOPE OF SMITH MT"											Bear Guard Station on Bear Creek	45.08	-116.63	NAD27						decimal degrees				Gary W. Shugart (PSM)	10/2/2004		GNIS downloaded Aug 2002																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	26:57.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 920583c4-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=920583c4-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				920583c4-1ed8-11e3-bfac-90b11c41863e	45980		GILMORE R M		female						SS																		7/2/1930		183	183	1930	7	2	7/2/1930									North America				U S A		IDAHO	ADAMS CO		"BEAR CREEK RANGER STATION, 1 MI N OF; SW SLOPE OF SMITH MT"											Bear Guard Station on Bear Creek	45.08	-116.63	NAD27						decimal degrees				Gary W. Shugart (PSM)	10/2/2004		GNIS downloaded Aug 2002																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	26:58.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9205887b-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=9205887b-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9205887b-1ed8-11e3-bfac-90b11c41863e	45982		GILMORE R M		male						SS																		6/30/1930		181	181	1930	6	30	6/30/1930									North America				U S A		IDAHO	ADAMS CO		"BEAR CREEK RANGER STATION, 1 MI N OF; SW SLOPE OF SMITH MT"											Bear Guard Station on Bear Creek	45.08	-116.63	NAD27						decimal degrees				Gary W. Shugart (PSM)	10/2/2004		GNIS downloaded Aug 2002																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	26:59.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92058ad6-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=92058ad6-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92058ad6-1ed8-11e3-bfac-90b11c41863e	45983		BORELL A E		female						SS																		7/1/1930		182	182	1930	7	1	7/1/1930									North America				U S A		IDAHO	ADAMS CO		"BEAR CREEK RANGER STATION, 1 MI N OF; SW SLOPE OF SMITH MT"											Bear Guard Station on Bear Creek	45.08	-116.63	NAD27						decimal degrees				Gary W. Shugart (PSM)	10/2/2004		GNIS downloaded Aug 2002																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	26:59.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92058d32-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=92058d32-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92058d32-1ed8-11e3-bfac-90b11c41863e	45984		BORELL A E		male						SS																		6/19/1930		170	170	1930	6	19	6/19/1930									North America				U S A		IDAHO	WASHINGTON CO		"HEATH, 1 MI NE OF; SW SLOPE OF CUDDY MT"												44.76	-116.86	WGS84						decimal degrees				Sean P. Maher	3/2/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	27:00.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 920591e2-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=920591e2-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				920591e2-1ed8-11e3-bfac-90b11c41863e	45986		BORELL A E		female						SS																		6/7/1930		158	158	1930	6	7	6/7/1930									North America				U S A		IDAHO	WASHINGTON CO		"HEATH, 1 MI NE OF; SW SLOPE OF CUDDY MT"												44.76	-116.86	WGS84						decimal degrees				Sean P. Maher	3/2/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	27:03.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92059bb2-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=92059bb2-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92059bb2-1ed8-11e3-bfac-90b11c41863e	45990		BORELL A E		male						SS																		5/26/1930		146	146	1930	5	26	5/26/1930									North America				U S A		IDAHO	WASHINGTON CO		"MIDVALE, 15 MI E OF; CRANE CREEK"												44.47	-116.43	WGS84						decimal degrees				Sean P. Maher	3/2/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	27:03.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92059e17-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=92059e17-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92059e17-1ed8-11e3-bfac-90b11c41863e	45991		BORELL A E		male						SS																		5/26/1930		146	146	1930	5	26	5/26/1930									North America				U S A		IDAHO	WASHINGTON CO		"MIDVALE, 15 MI E OF; CRANE CREEK"												44.47	-116.43	WGS84						decimal degrees				Sean P. Maher	3/2/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	27:04.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9205a2d8-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=9205a2d8-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9205a2d8-1ed8-11e3-bfac-90b11c41863e	45993		BORELL A E		male						SS																		5/30/1930		150	150	1930	5	30	5/30/1930									North America				U S A		IDAHO	WASHINGTON CO		"MIDVALE, 15 MI E OF; CRANE CREEK"												44.47	-116.43	WGS84						decimal degrees				Sean P. Maher	3/2/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	27:05.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9205a53a-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=9205a53a-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9205a53a-1ed8-11e3-bfac-90b11c41863e	45994		BORELL A E		female						SO																		5/30/1930		150	150	1930	5	30	5/30/1930									North America				U S A		IDAHO	WASHINGTON CO		"MIDVALE, 15 MI E OF; CRANE CREEK"												44.47	-116.43	WGS84						decimal degrees				Sean P. Maher	3/2/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	27:06.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9205a7a0-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=9205a7a0-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9205a7a0-1ed8-11e3-bfac-90b11c41863e	45995		BORELL A E		male						SO																		5/30/1930		150	150	1930	5	30	5/30/1930									North America				U S A		IDAHO	WASHINGTON CO		"MIDVALE, 15 MI E OF; CRANE CREEK"												44.47	-116.43	WGS84						decimal degrees				Sean P. Maher	3/2/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	27:06.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9205aa10-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=9205aa10-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9205aa10-1ed8-11e3-bfac-90b11c41863e	45996		GILMORE R M		female						SS																		5/31/1930		151	151	1930	5	31	5/31/1930									North America				U S A		IDAHO	WASHINGTON CO		"MIDVALE, 15 MI E OF; CRANE CREEK"												44.47	-116.43	WGS84						decimal degrees				Sean P. Maher	3/2/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	27:58.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9206a9d4-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=9206a9d4-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9206a9d4-1ed8-11e3-bfac-90b11c41863e	46083		GILMORE R M		male						SN																		7/7/1930		188	188	1930	7	7	7/7/1930									North America				U S A		IDAHO	ADAMS CO		"BEAR CREEK RANGER STATION, 1 MI N OF; SW SLOPE OF SMITH MT"											Bear Guard Station on Bear Creek	45.08	-116.63	NAD27						decimal degrees				Gary W. Shugart (PSM)	10/2/2004		GNIS downloaded Aug 2002																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	01:50.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 923d23c6-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=923d23c6-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				923d23c6-1ed8-11e3-bfac-90b11c41863e	53085		DALQUEST W W		male						SS																		6/29/1937		180	180	1937	6	29	6/29/1937									North America				U S A		WASHINGTON	OKANOGAN CO		"TONASKET, 20 MI E OF"												48.7	-119	NAD27						decimal degrees				N Slade	1/4/2008		Topozone																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	01:52.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 923d260b-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=923d260b-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				923d260b-1ed8-11e3-bfac-90b11c41863e	53088		BOOTH E S		male						SK																		5/10/1942		130	130	1942	5	10	5/10/1942									North America				U S A		WASHINGTON	WALLA WALLA CO		COLLEGE PLACE												46.04	-118.38	NAD27						decimal degrees				N Slade	12/31/2007		Topozone																															Urocitellus columbianus ruficaudus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	ruficaudus														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
